"x1.t" "x2.t" "x3.t" "x4.t" "x5.t" "x6.t" "x7.t"
-2.34381284348701 0.550084510908737 3.76531158320257 1.34875736444725 0.781583725267365 -1.13659216179312 -0.598649868676071
-0.621235353719682 -0.385514362914998 -2.87160255797375 -1.10708575250166 2.06829144737289 -1.77482776830572 0.691181015402905
-0.070524061498932 1.02474310983112 1.5435074085162 -1.54881219324604 3.29996736787869 -1.04999157791606 0.501277833420738
-0.351490732191417 -0.262063505810294 -0.822160577705433 -0.0697752031047365 2.32472268299118 0.544145709435746 0.750721867926401
0.613933075291889 1.69158482052512 0.0318132109080866 0.468063280026043 0.375525351446905 0.167692820146304 0.400080739984469
1.36927994776655 -1.96625561131494 0.408172780921885 0.156927697433361 -1.93665636000256 1.39568705372484 -1.28631889405946
1.91700503985073 2.68914110454235 -0.538833056899225 -0.120822395937895 -4.28086716506196 1.47513855488334 -2.01685407783272
2.22224428598068 -1.11476487369266 0.947051794194793 0.378830618404262 -6.23203591443546 1.0194418696838 -1.27243181854794
2.33171308232213 0.729328767051273 -0.106525823363865 -0.768361809481692 -5.9764406367637 1.30652787600031 0.879522226037129
1.80345875528098 -1.5593897064629 -2.13295496449453 0.227011001012419 -3.63576881020256 2.03622027162291 1.27463935391865
1.13680434048487 0.158366574285807 0.792464443981974 -0.833672012716609 -1.88176550558818 1.16250667840711 0.861196241442773
0.528972471375512 0.331093698516326 -0.0788632732433683 -0.80438265148143 -3.22515798017904 1.44509967734189 -0.576007499477006
-0.271529001820103 -0.336001692533955 -0.087421827685285 0.106725231187512 -3.65363014255527 0.320153542146832 0.334196253918876
-0.425140479475681 2.04790402087861 1.47016834628685 0.411472718591591 -1.37138422965133 0.64471279090879 1.36582173093122
-1.60550873514881 -1.10318525620669 0.634799126198464 -0.869115316983041 0.817621314062939 0.115178397173596 0.806250687242691
0.884548977219465 0.510603329801854 -2.11142257678654 -1.55097255403053 3.10681913755654 -0.906579588358869 0.89379169256488
1.91560118008056 -1.4340249123386 1.27887622513224 -1.02634597891644 4.01138336996176 -0.0749480658756938 0.24760892624834
0.409372360861101 0.564818255265626 -1.6029162985919 -2.00019978884821 0.171480324768069 0.74297221847963 0.328451881542815
-0.0753869466101951 -0.108966211315169 0.378733964136246 0.129019744538961 -1.19405818220592 -0.296428967954371 0.899167343925691
-0.526964910911375 -0.363761678004515 0.744129844978222 0.584770817627769 -0.356723065963043 0.217325942488219 1.30863367839669
0.358393189607218 0.805239462634302 -0.427695224017015 1.80193078306523 -1.87581103304132 0.11193635954836 0.0283097950931739
0.203345485213945 -0.978529622277224 -0.529311971831152 -0.894727071073803 -2.66307431949306 0.615822293029354 0.00152556982621554
0.415994902165911 0.677263789027304 -0.713088379238583 -0.472536764540834 -2.88121026772138 1.15135802695713 -0.523511617343962
0.304249166384026 -1.27232070402967 0.694192296702616 -0.108507962219322 -3.1515607912166 0.165340773358886 -0.459370934200463
0.200528875815904 2.92290014813244 0.301911275118621 0.237583705586702 -2.31605680142772 -0.376959321738146 -1.26460954487316
1.52902538466718 -2.00569838703556 0.520235375849667 -0.798347777676339 -2.16194686688703 -0.541934769790743 -0.821975666502077
0.997449322074477 1.8351923501279 -1.32560387333453 0.929332609026975 -2.73659171278901 -0.9336826942279 0.492301042521045
2.31443006208912 -3.16001629498639 1.28740942148093 -0.379688816644907 -4.03718675537493 -2.89797932728958 0.375831547665897
0.302791245441076 3.18780493553844 -1.6332443411043 0.985170849281277 -3.93152311551138 -3.61176958468498 0.819706745239299
0.82684674598893 -3.57386753731046 0.384959634617379 -1.62921808739353 -2.49088221616796 -2.68465520497935 0.348760472880479
0.785331640635758 1.96757245549407 0.887266787532485 -0.162234489462321 -1.09040442275839 -0.810773677192215 0.765045968233492
0.844206881252579 -0.655716793373608 -1.05281721008003 0.345774871616039 0.659889033877456 1.2460866896092 -1.14811227543363
1.05500498776195 0.0718727881906563 -0.225583729617196 -0.492190811820292 -1.12391497930641 2.53338316415733 -0.309827261535937
0.341680537100254 -1.80587051055571 0.576344227251701 -0.478686679777226 -2.28510823129403 2.33994629537114 -0.705337000245416
-0.0598629539892168 3.21460051833392 0.0733006935282312 -0.63773418807483 -3.14244984122057 1.44883110542224 -0.675388605399183
-1.06646574629846 -4.94908734005966 0.906134306264127 0.103420764469469 -2.70575268876817 0.221858171523823 -0.351799004321563
-1.92496382351435 4.53208140190731 -0.980971587245756 1.26229840536424 -1.71930579064103 0.625463580022613 0.523748027759984
-1.23644241740722 -2.60841587244124 -1.51407926679518 -1.02429907448451 -2.39615772416453 0.0583425325782426 0.00171974204838699
-0.54094415529635 1.45576483129246 0.704792367586211 -0.0990034295434432 -2.93571665701961 0.0233392954535895 -1.23144580298733
-0.379751097506576 -0.720324813622411 -0.105799989296711 -0.482566841030828 -1.17222484888953 0.93290314675164 -1.71741918438842
0.618466589874477 1.01539023928648 -0.427951214625911 1.41320324035827 -0.637493420378608 1.46923852016124 -2.23456527038511
2.54485795752673 0.228310961485325 1.06776577365321 1.92772819750879 -2.55978115187252 1.57668230354437 -0.167732058739479
1.54485519996485 0.301450618764262 2.24424213429175 0.500733139924586 -1.99358283259718 0.884477916443914 0.772729733708913
